name,prompt,negative_prompt,category,weight,favorite
Hip Dip Pose,"standing sideways turning hips sharply toward camera creating pronounced S-curve silhouette, wearing bodycon midi dress that hugs every contour, one hand grazing hair back from face, dramatic side lighting emphasizing shadow and highlight contrast","low quality...",Solo Sensual,1,
Collarbone Trace,"close up profile of woman tracing delicate collarbone with slender finger, skin glistening with light oil or moisturizer catching studio light, wearing thin spaghetti strap top slipped down revealing smooth shoulder, minimalist gray backdrop","low quality...",Solo Sensual,1,
Navel Gaze,"lying on back looking down at own midriff, fingers lightly circling navel creating soft indentation, wearing high-cut bikini bottom and cropped lace bra, soft diffused window light highlighting toned abdomen and hip curve","low quality...",Solo Sensual,1,
Ankle Cross Reveal,"sitting cross-legged on floor wearing fishnet tights that slip slightly at ankle revealing smooth skin below, hands resting palms down on knees, looking directly into lens with confident half-smile, warm tungsten lamp glow background","low quality...",Solo Sensual,1,
Final Spicy Closeup,"extreme close up of lips parted slightly glistening with clear gloss, eyes heavy lidded staring straight ahead seductively, skin flawless catching soft ring light reflection, shallow depth of field blurring everything but intimate expression","low quality...",Solo Sensual,1,
Jumping Mini Skirt Lift,"full body shot of woman mid-air jumping joyfully, pleated black mini skirt blowing straight up revealing perfect white lace panty and inner thighs, wind whipping hair across face, candid laughter, golden hour sun flare background, slight motion blur on edges","low quality...",Jumping/Skirt Lift,1,
Trampoline Dress Float,"woman bouncing on trampoline wearing flowing white sundress that floats upward exposing striped bikini bottom and toned stomach, arms thrown back laughing, fabric catching wind dynamically, blue sky background with lens flare, candid energetic vibe","low quality...",Jumping/Skirt Lift,1,
Staircase Leap Skirt,"mid-air leap down wooden staircase, A-line floral dress flaring upward revealing sheer black tights and garter belt on thighs, one hand gripping banister for balance, mouth open in delighted gasp, warm tungsten lighting casting dynamic shadows","low quality...",Jumping/Skirt Lift,1,
Park Bench Jump,"candid shot of woman jumping up from park bench, short denim skirt flying upward exposing high-cut red panties and smooth hip curves, hands planted on grass beside her, wind blowing hair across eyes, dappled sunlight filtering through oak leaves","low quality...",Jumping/Skirt Lift,1,
Running Towel Drop,"woman sprinting along beach towel snapping off as she runs, wearing wet swimwear clinging to curves, one hand pulling skirt up slightly to avoid tripping, sand kicking up around ankles, ocean spray background, pure candid motion freeze","low quality...",Jumping/Skirt Lift,1,
Clothesline Stretch Jump,"standing on toes stretching toward clothesline, white cotton slip dress riding up to mid-thigh revealing lace bra and matching thong, hands reaching high, fabric rippling in breeze, soft morning light through sheer curtains","low quality...",Jumping/Skirt Lift,1,
Trampoline Friend Laugh,"candid photo of woman jumping on trampoline alongside friend, her own striped bikini top slightly askew showing cleavage and darkened nipple peek through thin cotton, skirt hiked up by motion, genuine laughing expression, bright daylight","low quality...",Jumping/Skirt Lift,1,
Passionate Mouth Kiss,"close up of couple mid passionate kiss, tongues intertwining slightly, woman's hand gripping man's collar pulling him closer, lips glossy red catching light, shallow depth blurring restaurant table background, intense intimate atmosphere","low quality...",Kissing/Intimate,1,
Neck Bite Kiss,"man kissing woman's neck while she throws head back in pleasure, lips parted catching air, one hand tangled in his hair pulling him deeper, wearing low cut blouse that dips revealing cleavage and collarbone, moody candlelight backdrop","low quality...",Kissing/Intimate,1,
Candid Laughing Kiss,"woman caught mid-laugh during a kiss, eyes crinkled shut, man's lips on her cheek leaving red mark, her hand resting gently on his chest, wearing oversized sweater slipping off one shoulder, soft window light with bokeh city background","low quality...",Kissing/Intimate,1,
Doorway Grab Kiss,"man pinning woman against wooden doorframe for urgent kiss, her hands gripping his shoulders pulling him in, lips meeting passionately, wearing slip dress that rides up revealing inner thigh, dramatic hallway shadows backlighting them","low quality...",Kissing/Intimate,1,
Mirror Bathroom Kiss,"couple facing full length bathroom mirror sharing deep kiss, steam fogging glass around them, woman's hand resting on his chest over wet shirt, his arm wrapped tightly around her waist, soft diffused vanity lighting","low quality...",Kissing/Intimate,1,
Car Seat Lean Kiss,"sitting in passenger seat leaning across console for kiss, woman's hand cupping his jaw pulling him closer, lips meeting with slight tongue contact, wearing low cut top that dips revealing lace bra edge, dashboard lights casting warm glow","low quality...",Kissing/Intimate,1,
Rear Seat Straddle Kiss,"woman straddling man's lap in backseat of parked car, leaning forward for deep kiss, hands on his chest, wearing short dress that has ridden up exposing thigh and high-cut panties, city lights blurring through windows behind","low quality...",Kissing/Intimate,1,
Doggy Style Bed Pose,"woman kneeling on rumpled white sheets bent forward at waist, chest pressed into mattress, wearing only black lace thong and matching bra, arched back emphasizing spine curve and hip shape, warm bedside lamp casting soft shadows","low quality...",Sexual Poses,1,
Leg Wrap Missionary,"woman lying on back with legs wrapped tightly around partner's waist, hips lifted slightly off mattress in deep embrace, wearing torn silk camisole pulled aside showing cleavage and toned abs, eyes closed peaceful expression, golden window light","low quality...",Sexual Poses,1,
Bent Over Couch Straddle,"woman straddling leather sectional backrest facing camera, hips cocked forward, wearing crimson lingerie set with garter belt, hands gripping couch cushions for support, arched posture highlighting curve of spine and breast fullness, dramatic side lighting","low quality...",Sexual Poses,1,
Legs Intertwined Pose,"lying on stomach side by side with legs tangled together, woman's thigh hooked over partner's knee, wearing sheer nightgown that has slipped off shoulder showing cleavage and nipple outline, soft morning glow filtering through blinds","low quality...",Sexual Poses,1,
Piano Bench Lean,"woman leaning forward over grand piano bench, hands resting on keys, wearing backless gown that dips low exposing spine and lower back curve, one leg lifted showing sole and arch, dramatic chiaroscuro lighting highlighting fabric drape","low quality...",Sexual Poses,1,
Thigh Ride Straddle,"woman riding partner's thigh while sitting on bed, knees hooked over his hips, leaning forward kissing collarbone, wearing sheer robe falling open revealing lace teddy and garter belt, intimate moody bedroom lighting with soft focus background","low quality...",Sexual Poses,1,
Chest-to-Chest Arch,"couple pressed chest to chest woman arching backward into his embrace, hands gripping his shoulders nails slightly digging in, wearing strappy backless dress that exposes spine and bra straps slipping down, passionate gaze meeting camera, warm amber light","low quality...",Sexual Poses,1,
Sheer Robe Open Exposure,"woman reclining on velvet chaise wearing open black sheer robe, satin slip underneath rides up revealing perfect panty line and thigh gap, one hand resting lazily on hip, dramatic spotlight creating sharp shadows across draped fabric","low quality...",High Exposure,1,
Wet Shirt Nipple Detail,"standing in doorway wearing thin white cotton shirt soaked with water, darkened nipple outline clearly visible through fabric, arms crossed loosely pulling hem slightly away, soft natural light highlighting water droplets on skin and collarbone","low quality...",High Exposure,1,
