name,prompt,negative_prompt,category,weight,favorite
4172 | Pose | Lifestyle/Train Platform - Candid,"standing beside luggage with weight shifted naturally and gaze following the tracks, natural unposed facial expression and small believable posture imperfections","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
4173 | Subject | Fantasy / Epic / Cosmic Library Archivist — Environmental,"a cosmic library archivist, integrated into an expansive story-rich fantasy environment, coherent worldbuilding, precise costume construction, believable materials, polished cinematic fantasy design","generic fantasy substitute, duplicate subject, broken anatomy, random modern clothing, malformed weapons, unreadable magic, text, watermark, low detail, blur",Subject/Fantasy / Epic,1,
4174 | Character | Character/Marvel/Mysterio / Quentin Beck — Classic Canon,"Mysterio / Quentin Beck — Classic Canon, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4175 | Clothing | Female/Active & Outdoor/The North Face - Technical Shell + Leggings And Runners,"The North Face weatherproof technical shell with taped seams, waterproof zips, and adjustable hood, supportive high-rise leggings, branded running shoes, compact belt bag, accurate logo scale and placement, realistic stitching, natural fabric drape, coordinated accessories","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Active & Outdoor,1.0,False
4176 | Location | Original Cinematic Horror/Flooded Cellar — Blue Hour,"Flooded Cellar, a stone basement filled with ankle-deep water, old furnace, storage shelves, narrow window and a locked inner door, at blue hour, cool exterior ambience, small warm practical lights, layered depth, precise production design and a polished widescreen horror establishing shot, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Original Cinematic Horror,1.0,False
4177 | Pose | Seated/Legs Crossed - Formal Poise,"seated with one leg crossed over the other, ankle relaxed, upper body poised and vertical, back straight, shoulders level, knees controlled, feet placed deliberately","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
4178 | Pose | Standing/Confident Wide Stance - Long Vertical Line,"standing with feet wider than shoulder width, knees soft, chest open, grounded confident posture, spine elongated, crown lifted, abdomen engaged, posture clean and vertical","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Standing,1.0,False
4179 | Location | Vehicles & Surfaces/On A Car Roof - Busy,"on the roof of a parked car with roof rails, panoramic glass panel and open landscape around it, during a lively busy period with layered background activity and naturally arranged objects","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Vehicles & Surfaces,1.0,False
4180 | Clothing | Male/Streetwear/New Balance - Nylon Puffer + Track Pants,"New Balance boxy nylon puffer with broad baffles, polished zip, and recognisable sleeve badge, straight track pants, classic low sneakers, technical cap, precise seams and fasteners, premium material texture, balanced layering, polished styling","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Streetwear,1.0,False
4181 | Clothing | Female/Underwear/Savage X Fenty - Balconette Set + Minimal Finish,"Savage X Fenty structured balconette bra with supportive underwire and matching lace briefs, tonal branding, smooth elastic edges, refined seam placement, precise seams and fasteners, premium material texture, balanced layering, polished styling","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Underwear,1.0,False
4182 | Location | Horror Film & TV/Bates House — Cinematic Dusk,"Bates House, the severe Victorian mansion above Bates Motel, steep stairs, dark windows, decayed wallpaper and oppressive domestic stillness, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Horror Film & TV,1.0,False
